Disease,Source,Statement,Content, Date, Link
Malaria cases,JAGRAN,डेगू के 14 केस मिले पॉजिटिव| मलेरिया के 48,जागरण संवाददाता| बहादुरगढ़ : जिले में डेगू और मलेरिया के केस बढ़ते ही जा रहे है,3 years ago,/haryana/jhajjar-14-cases-of-dengue-have-been-detected-48-malaria-cases-16609133.html
Malaria cases,JAGRAN,डायरिया व मलेरिया के मरीजों की संख्या में इजाफा,जागरण संवाददाता| कन्नौज : दिन प्रति दिन मौसम के करवट बदलने से डायरिया व मलेरिया समेत संक्राम,3 years ago,/uttar-pradesh/kannauj-increase-in-diarrhea-and-malaria-cases-16589638.html
Malaria cases,JAGRAN,पांच साल में 85 फीसद घटे मलेरिया केस| खाली पद पेश कर रहे चुनौती,पवन पासी| अंबाला शहर : मलेरिया उन्मूलन के लिए चलाए जा रहे कार्यक्रम का असर अंबाला में भी न,3 years ago,/haryana/ambala-malaria-case-reduced-85-percent-in-five-years-15921760.html
Malaria cases,JAGRAN,उत्तर प्रदेश से हरियाणा पहुंच रहा मलेरिया,जागरण संवाददाता| यमुनानगर : शरहद पार कर उत्तर प्रदेश से मलेरिया हरियाणा में पहुंच रह,4 years ago,/haryana/yamunanagar-uttar-pradesh-haryana-reaching-malaria-14626560.html
Malaria cases,JAGRAN,मलेरिया से होने वाली मौतों में 60 फीसद कमी,दुनियाभर में मलेरिया से होने वाली मौतों पर अंकुश लगाने में बड़ी सफलता मिली है। संयुक्त राष्ट्र की ओर से जारी आंकड़ों के मुताबिक पिछले 15 वर्षो में इसमें 60 फीसद तक की कमी दर्ज की गई है। एशिया महादेश में मलेरिया रोधी अभियान को सबसे ज्यादा सफलता मिली है।,5 years ago,/news/world-malaria-deaths-fall-60-percent-since-2000-un-12901144.html
Malaria cases,JAGRAN,भारत में तेजी से घट रहे मलेरिया के मामले,दक्षिण एशियाई क्षेत्र में मलेरिया से सबसे अधिक प्रभावित देश भारत में वर्ष 2015 तक इन मामलों में 50 से 75 फीसद की कमी दर्ज की जाएगी। विश्व स्वास्थ्य संगठन की वर्ष 2012 की रिपोर्ट में यह बात कही गई है। रिपोर्ट के मुताबिक| मलेरिया से सबसे ज्यादा प्रभावित देशों| अनुदान दाताओं और वैश्विक स्तर पर मलेरिया उन्मूलन के साझेदार देशों के,7 years ago,/news/world-india-to-see-decrease-in-malaria-cases-who-9954295.html
Dengue cases,Times of India,11 fresh dengue cases in Nashik,The city has witnessed a surge in dengue patients in the second week of August with 11 fresh cases. Earlier| the city had recorded only two cases in the first week of August and 14 cases in July.,20 Aug 2020,https://timesofindia.indiatimes.com/city/nashik/11-fresh-dengue-cases-in-city/articleshow/77642603.cms
Dengue cases,Times of India,Visakhapatnam: Drop in dengue and malaria cases linked to low testing?,Vizag city has reported 59 dengue and 22 malaria cases as of August 8| significantly lower than that reported in the last few years. In 2018| the city recorded 416 malaria and 1|464 dengue cases| which declined in 2019 to 89 malaria and 827 dengue cases. The steep drop in the cases this year is being attributed to decreased testing for malaria and dengue in view of measures to manage and contain Covid-19. Visakhapatnam district has reported around 20|500 Covid-19 cases as of Monday.,11 Aug 2020,https://timesofindia.indiatimes.com/city/visakhapatnam/drop-in-dengue-and-malaria-cases-linked-to-low-testing/articleshow/77471275.cms
Dengue cases,Times of India,45 malaria cases in Delhi| 35 of dengue,Forty-five cases of malaria and 35 of dengue have been reported in the national capital this year till August 8| according to a municipal report released on Monday.,10 Aug 2020,https://timesofindia.indiatimes.com/city/delhi/45-malaria-cases-in-delhi-35-of-dengue/articleshow/77467834.cms
Dengue cases,Times of India,112 dengue cases reported in Kerala this month,Amidst reporting of Covid-19 cases| dengue and fever cases are also increasing in the state. This has put the health department in deep trouble since many people are coming with fever and cough| which are the symptoms of Covid-19.,20 May 2020,https://timesofindia.indiatimes.com/city/thiruvananthapuram/112-dengue-cases-reported-in-kerala-this-month/articleshow/75839783.cms
Dengue cases,Times of India,Delhi: Fate of 3|500 men who keep dengue away uncertain,Uncertainty continues to loom over the regularisation of 3|500 domestic breeding checkers (DBC) with the municipal authorities unable to start an exercise to enrol them against the vacant positions of field workers.,22 Feb 2020,https://timesofindia.indiatimes.com/city/delhi/fate-of-3500-men-who-keep-dengue-away-uncertain/articleshow/74249885.cms
Dengue cases,Times of India,With 726 dengue cases| Goa sees three-fold rise in 2019,In 2019| Goa registered 726 dengue cases. The number was highest in a decade. There was a steady rise in cases since 2017| but the number saw three-fold increase in 2019.,20 Jan 2020,https://timesofindia.indiatimes.com/city/goa/with-726-dengue-cases-goa-sees-three-fold-rise-in-2019/articleshow/73396920.cms
Dengue cases,Times of India,Amid Covid-19 fight| Chennai corporation begins dengue battle,The city corporation is neck deep in the battle against the raging Covid-19 pandemic| but it has also quietly started preparations for dengue prevention| given that the city is experiencing some rain.,04 Jul 2020,https://timesofindia.indiatimes.com/city/chennai/amid-covid-19-fight-chennai-corporation-begins-dengue-battle/articleshow/76781258.cms
Dengue cases,Times of India,Noida: No dengue| malaria cases so far this year,Although the monsoon is here| the city has not reported any dengue or malaria case so far. One of the reasons| healthcare workers say| is that people are being extra cautious because of the pandemic and local administrations are conducting sanitation drives regularly.,16 Aug 2020,https://timesofindia.indiatimes.com/city/noida/noida-no-dengue-malaria-cases-so-far-this-year/articleshow/77576936.cms
Dengue cases,Times of India,Drop in number of dengue positive cases this year,,12 Aug 2020,https://timesofindia.indiatimes.com/city/nashik/drop-in-number-of-dengue-positive-cases-this-year/articleshow/77511283.cms
Dengue cases,Times of India,Karnataka: Spurt in dengue cases in Dakshina Kannada district,Spurt in dengue cases at a time when Dakshina Kannada district is fighting Covid-19 has left the health department in a tight spot.,14 Jun 2020,https://timesofindia.indiatimes.com/city/mangaluru/karnataka-spurt-in-dengue-cases-in-dakshina-kannada-district/articleshow/76366916.cms
Dengue cases,Times of India,Turnaround: Cases drop by 40% in Bengaluru south,Not long ago| fears of community transmission loomed over Bengaluru south zone as the positivity rate hovered around 25%.,2020-08-26T05:32:08Z,https://timesofindia.indiatimes.com/city/bengaluru/big-turnaround-for-bluru-south-as-daily-cases-drop-by-40/articleshow/77748960.cms
Dengue cases,Times of India,Class IX Shyambazar girl dies of dengue,A 15-year-old girl from Shyambazar died of dengue at the RG Kar Medical College and Hospital on Monday night. Debanshy Mandal| the victim| had been admitted to the hospital earlier in the day and even received a transfusion hours before she passed away at 11.30pm. A homemaker from New Town also succumbed to dengue at Apollo hospital on Monday.,27 Nov 2019,https://timesofindia.indiatimes.com/city/kolkata/class-ix-shyambazar-girl-dies-of-dengue/articleshow/72248199.cms
Dengue cases,Times of India,Incomplete high-rises blamed for New Town dengue spurt,Vacant and under-construction buildings at New Town could be responsible for the spread of dengue across the township| believe residents. Water has been accumulating at these sites that are seldom cleaned in the absence regular civic vigil| leading to a spurt in the mosquito-borne virus. A 29-year-old homemaker succumbed to dengue at New Town on Monday.,27 Nov 2019,https://timesofindia.indiatimes.com/city/kolkata/incomplete-high-rises-blamed-for-new-town-dengue-spurt/articleshow/72248184.cms
Dengue cases,Times of India,Kerala: Fever cases reduce by half during lockdown in Ernakulam,During the lockdown period (April and May)| the number of fever cases in Ernakulam reduced by more than half. Ditto with malaria and chicken pox cases| even as dengue cases increased. There was even a leptospirosis death.,06 Jun 2020,https://timesofindia.indiatimes.com/city/kochi/fever-cases-reduce-by-half-during-lockdown-in-district/articleshow/76224326.cms
Dengue cases,Times of India,Dengue cases rise to 182 in Meerut| doctors say last phase of disease,The number of dengue cases in Meerut touched 182 on Sunday – with 30 new cases being detected in a week’s time. Despite temperatures beginning to drop with winter season approaching| there seems to be no respite from the vector-borne disease in Meerut. But doctors say that the disease is on its last legs because the Aedes Aegypti mosquito whose bite causes dengue is unable to survive in extreme weather conditions.,18 Nov 2019,https://timesofindia.indiatimes.com/city/meerut/dengue-cases-rise-to-182-in-meerut-doctors-say-last-phase-of-disease/articleshow/72099405.cms
Dengue cases,Times of India,Pune: Six wards register 81% of confirmed dengue cases,All that water collected in places during the monsoon and the flash floods in the city has sent dengue cases soaring in some parts.,07 Dec 2019,https://timesofindia.indiatimes.com/city/pune/six-wards-register-81-of-confirmed-dengue-cases/articleshow/72407599.cms
Dengue cases,Times of India,Lockdown| awareness pull down malaria by 72% in state,,19 Aug 2020,https://timesofindia.indiatimes.com/city/ranchi/lockdown-awareness-pull-down-malaria-by-72-in-state/articleshow/77621500.cms
Dengue cases,Times of India,Gujarat: 49 cases of malaria| 36 of dengue daily,Data on the vector-borne diseases and swine flu were tabled in the assembly on Thursday. The data mentioned that on average 49 cases of malaria| 36 of dengue and 10 of swine flu were recorded in Gujarat between January 1| 2018 and December 31| 2019.,28 Feb 2020,https://timesofindia.indiatimes.com/city/ahmedabad/49-cases-of-malaria-36-of-dengue-daily/articleshow/74347777.cms
Dengue cases,Times of India,Ahmedabad witnessed 45 per cent spike in dengue cases in 2019,The year 2019 was deadly when it came to the bite of the Aedes Ageypti mosquito. The city registered 45% dengue cases in 2019| compared to 2018.,07 Jan 2020,https://timesofindia.indiatimes.com/city/ahmedabad/city-witnessed-45-spike-in-dengue-cases-in-2019/articleshow/73129963.cms
Dengue cases,Hindustan Times,Singapore battles record dengue outbreak with more mosquitoes,With the click of a button and a whirr of a fan| a hatch opens and 150 lab-reared male mosquitoes are sent flying| off in search of a female companion with whom they can mate but not reproduce. read more,Aug 28| 2020 08:47,https://www.hindustantimes.com/world-news/singapore-battles-record-dengue-outbreak-with-more-mosquitoes/story-r0OuSVw6jLxLfb9iSnQdcM.html
Dengue cases,Hindustan Times,BJP launches mega drive against mosquito-borne diseases| AAP says drama,Delhi’s ruling party termed the campaign as “drama” and accused the civic bodies of purchasing anti-larvae chemicals at a higher rate of Rs 3|256 per kg| compared to the Rs 2|500 per kg paid by other municipal corporations for chemicals of similar quality| a charge the BJP denied outright. read more,Aug 25| 2020 22:51,https://www.hindustantimes.com/cities/bjp-launches-mega-drive-against-mosquito-borne-diseases-aap-says-drama/story-JazzmDRnJELJG4UfRnUDFI.html
Dengue cases,Hindustan Times,BJP-led corporations launch mega dengue awareness campaign in Delhi,The party has asked its leaders| including all seven Members of Parliament (MPs) from Delhi| members of the Delhi legislative assembly (MLAs) to participate in the month-long campaign read more,Aug 25| 2020 11:18,https://www.hindustantimes.com/delhi-news/bjp-led-corporations-launch-mega-dengue-awareness-campaign-in-delhi/story-gCbUhfgkTxoUveP3tncZfO.html
Dengue cases,Hindustan Times,Convert Covid beds for monsoon-related ailments: BMC to pvt hospitals,Jumbo facilities were earlier conceptualised and built by BMC as Covid care centres to quarantine high-risk contacts and asymptomatic patients read more,Aug 21| 2020 11:18,https://www.hindustantimes.com/mumbai-news/convert-covid-beds-for-monsoon-related-ailments-bmc-to-pvt-hospitals/story-6ouulYIsjumAZ0ma4hb9aN.html
Dengue cases,Hindustan Times,2 die of malaria and Covid-19 dual infection: BMC,read more,Aug 18| 2020 23:34,https://www.hindustantimes.com/mumbai-news/2-die-of-malaria-and-covid-19-dual-infection-bmc/story-BoSuHtgq9ISa5r1ocbAw4M.html
Dengue cases,Hindustan Times,‘Take the right precautions’: PM Modi cautions citizens amid dengue season,PM Modi’s tweet comes at a time when India is likely to face challenges during the dengue season| prompting state governments to prepare protocols and find ways to ease the burden on country’s healthcare infrastructure. read more,Aug 18| 2020 15:30,https://www.hindustantimes.com/india-news/take-the-right-precautions-pm-modi-cautions-citizens-amid-dengue-season/story-PlLtJw4UbdF8DoEBHPEtAO.html
Dengue cases,Hindustan Times,Punjab’s dengue cases up 70% over past month,There are now 119 dengue patients in the state| against 70 on July 10. Most dengue cases are being reported from Ferozepur| Bathinda and Hoshiarpur districts read more,Aug 12| 2020 21:42,https://www.hindustantimes.com/cities/punjab-s-dengue-cases-up-70-over-past-month/story-Ce2txnK3kNeNZ2risvssNO.html
Dengue cases,Hindustan Times,Dengue can cause long-term damage! Here are 4 side effects you need to know about,Dengue is not like any other fever which comes| stays| and recovers but unfortunately it leaves traces that will haunt you for long. read more,Aug 12| 2020 10:37,https://www.healthshots.com/preventive-care/self-care/4-long-term-side-effects-of-dengue-fever/
Dengue cases,Hindustan Times,Covid pandemic in Ludhiana: Spike of 1|000 cases in 17 days reinforces need for masks| social distancing,From 1|000 cases in a month (between June 1 and July 5)| the cases doubled to 2|000 in just 17 days on July 22. read more,Jul 26| 2020 00:04,https://www.hindustantimes.com/cities/covid-pandemic-in-ludhiana-spike-of-1-000-cases-in-17-days-reinforces-need-for-masks-social-distancing/story-bdoJCeVBZB6zWWfJKgKv0L.html
Dengue cases,Hindustan Times,Stomach flu cases in June lowest since 2012: BMC,read more,Jul 23| 2020 00:31,https://www.hindustantimes.com/mumbai-news/stomach-flu-cases-in-june-lowest-since-2012-bmc/story-GY9oCAbfbVpMc8U4ZzuoVK.html
Dengue cases,Hindustan Times,How to deal with dengue during Covid-19? States come up with new protocols,According to World Health Organisation| 2019 was the worst year on record for dengue cases| with every region affected. read more,Jul 19| 2020 12:15,https://www.hindustantimes.com/india-news/how-to-deal-with-dengue-during-covid-19-states-come-up-with-new-protocols/story-oUJWEVtK6QBEbRNdw1T6OK.html
Dengue cases,Hindustan Times,Season of two viruses? Scientists worried that dengue outbreak may aggravate Covid-19 crisis,As dengue season sets in across large parts of India with the onset of the monsoon| scientists warn that COVID-19 and the mosquito-borne disease have overlapping symptoms and worry the country’s healthcare infrastructure won’t be able to cope with this double whammy. read more,Jul 11| 2020 16:14,https://www.hindustantimes.com/health/season-of-two-viruses-scientists-worried-that-dengue-outbreak-may-aggravate-covid-19-crisis/story-0UvCHk5I659OnhICTDRBtL.html
Dengue cases,Hindustan Times,As Punjab records 70 dengue cases in 30 days| state may not be prepared for another outbreak,Due to all focus on combating Covid-19| special wards for vector-borne disease patients yet to be set up. read more,Jul 10| 2020 22:27,https://www.hindustantimes.com/cities/as-punjab-records-70-dengue-cases-in-30-days-state-may-not-be-prepared-for-another-outbreak/story-WkH6Qs9zbsBFje6sRQfluK.html
Dengue cases,Hindustan Times,PMC claims ‘no’ dengue cases reported in last four months; activists say due to Covid-19 infection fear people are not reporting symptoms,As per the PMC data which is updated till May 23| in January this year| 98 suspected dengue cases were recorded and three were confirmed positive| while in February 25 suspected cases and four confirmed positive. However| from March till May 23| ‘ zero’ cases were reported read more,Jul 09| 2020 20:58,https://www.hindustantimes.com/cities/pmc-claims-no-dengue-cases-reported-in-last-four-months-activists-say-due-to-covid-19-infection-fear-people-are-not-reporting-symptoms/story-g116qCinGUF9xOH66qBagJ.html
Dengue cases,Hindustan Times,Why did Mumbai’s Covid-19 death toll jump?,On Tuesday| the Maharashtra government added 1|328 Covid-19 related missing deaths in the state| including 862 in Mumbai alone| on Tuesday| as a result of the reconciliation of fatalities that occurred over the past week. read more,Jun 17| 2020 13:13,https://www.hindustantimes.com/india-news/why-did-mumbai-s-covid-19-death-toll-jump/story-rYDhcit0YU2JJemunRF1DJ.html
Dengue cases,Indian Express,How mosquitoes stopped mosquitoes from spreading dengue in a city,Scientists infected female mosquitoes with bacteria and released them; two years later| dengue incidence reduced by 77%. How did this strategy work? Can it help fight mosquito-borne diseases on a larger scale?,Updated: August 28| 2020 at 4:00 am,https://indianexpress.com/article/explained/mosquitoes-dengue-indonesia-experiment-6572699/
Dengue cases,Indian Express,Pune: Seven-year-old boy survives life-threatening post-Covid complication,A seven-year old boy| who was diagnosed with the hyperinflammatory syndrome| was admitted to the paediatric intensive care unit with complaints of fever| pain in abdomen and vomiting.,Updated: August 27| 2020 at 7:49 pm,https://indianexpress.com/article/cities/pune/seven-year-old-boy-survives-life-threatening-post-covid-complication-6572482/
Dengue cases,Indian Express,Unlock Diary: Seven-year-old boy survives life-threatening post-Covid complication in Pune,Here are some interesting stories from across the country.,Updated: August 24| 2020 at 10:36 pm,https://indianexpress.com/article/india/unlock-diary-coronavirus-india-update-6568201/
Dengue cases,Indian Express,UP: Govt says decline in communicable diseases this season,Additional Chief Secretary (Medical & Health) Amit Mohan Prasad in a statement said that in the current year| only 4|687 cases of malaria were reported till August 20 as against 15|101 in the same period in 2019.,Updated: August 24| 2020 at 4:13 am,https://indianexpress.com/article/cities/lucknow/up-govt-says-decline-in-communicable-diseases-this-season-6567231/
Dengue cases,Indian Express,Mumbai: To tackle monsoon diseases| 72 hospitals| nursing homes reverted to non-Covid facility,BMC health officials said they expect leptospirosis cases to surge this month and dengue cases by September. The number of malaria cases this year are double of what Mumbai recorded until 2019.,Updated: August 22| 2020 at 3:57 am,https://indianexpress.com/article/cities/mumbai/to-tackle-monsoon-diseases-72-hospitals-nursing-homes-reverted-to-non-covid-facility-6564928/
Dengue cases,Indian Express,Mumbai: Spike in malaria cases in August| two with Covid-19 infection die,“We are testing all patients admitted for malaria| dengue or any monsoon-related ailment for Covid-19 to ensure they can be isolated in time|” Dr Hemant Deshmukh| dean of KEM hospital| said.,Updated: August 19| 2020 at 1:52 am,https://indianexpress.com/article/cities/mumbai/mumbai-spike-in-malaria-cases-in-august-two-with-covid-19-infection-die/
Dengue cases,Indian Express,Water-borne diseases on the rise: Here’s what to do,Sometimes bacteria like E. coli| salmonella enter the body through contaminated food and water and cause fever| swelling in the intestines leading to blood and mucus in stool; many of such cases require hospitalisation,Updated: August 18| 2020 at 8:00 pm,https://indianexpress.com/article/lifestyle/health/water-borne-diseases-monsoon-precautions-6533023/
Dengue cases,Indian Express,Russia’s new Sputnik launch raises risks in dash for Covid shots,The country’s plan to start mass inoculations as soon as October could put pressure on other governments to rush ahead of regulators and skip key steps| putting people who get the jabs at risk.,Updated: August 16| 2020 at 11:22 am,https://indianexpress.com/article/coronavirus/coronavirus-vaccine-russia-latest-updates-6556862/
Dengue cases,Indian Express,Haryana: Self-medication| ignoring symptoms behind most Covid deaths,While in some cases patients changed multiple hospitals during treatment | in others they were sent home after prescribing medicines only to return with worsened symptoms after which they couldn’t survive for more than 24 hours.,Updated: August 12| 2020 at 6:30 am,https://indianexpress.com/article/cities/haryana-self-medication-ignoring-symptoms-behind-most-covid-deaths-6551076/
Dengue cases,Indian Express,Sushant Singh Rajput death: Rhea Chakraborty appears before ED over allegations of financial irregularities,Rhea had requested the agency to postpone recording of her statement till the Supreme Court passes its order on her plea seeking transfer of the case lodged by the Bihar police to Mumbai. However| the agency rejected her request.,Updated: August 7| 2020 at 2:41 pm,https://indianexpress.com/article/india/sushant-singh-rajput-death-rhea-chakraborty-appears-before-ed-over-allegations-of-financial-irregularities-6544015/
Dengue cases,Indian Express,Mumbai floods: Leptospirosis| dengue cases likely to rise,“Dengue| leptospirosis| H1N1| hepatitis and gastroenteritis are under control except malaria|” a BMC official said. Apart from testing patients with fever for Covid-19| the civic body has asked all hospitals and dispensaries to conduct rapid antigen test for malaria.,Updated: August 7| 2020 at 2:03 am,https://indianexpress.com/article/cities/mumbai/mumbai-leptospirosis-dengue-cases-likely-to-rise-6543282/
Dengue cases,Indian Express,Taking over Patna police probe| CBI files case on Sushant Singh Rajput death,The Centre had on Wednesday issued orders for the CBI to take over Bihar Police’s FIR in the case after the state government recommended transfer of the probe to the central agency.,Updated: August 7| 2020 at 1:30 am,https://indianexpress.com/article/india/taking-over-patna-police-probe-cbi-files-case-on-sushant-singh-rajput-death-6543229/
Dengue cases,Indian Express,Sushant Singh Rajput death probe: CBI registers case against Rhea Chakraborty| others on Bihar govt’s request,The 34-year-old actor was found dead inside his Bandra residence on June 14 last and an FIR was lodged by his father K K Singh| who resides in Patna| at a local police station on July 25.,Updated: August 6| 2020 at 4:43 pm,https://indianexpress.com/article/india/sushant-singh-death-probe-bihar-dgp-warns-of-legal-action-if-ips-officer-not-allowed-to-leave-mumbai-today-6542356/
Dengue cases,Indian Express,ED summons Rhea Chakraborty over allegations of financial irregularities,The ED on July 31 had registered a money laundering case against Chakraborty and a few of her relatives based on a July 25 FIR filed in Patna by Rajput’s father K K Singh.,Updated: August 6| 2020 at 12:51 am,https://indianexpress.com/article/india/sushant-singh-rajput-death-ed-summons-rhea-chakraborty-over-allegations-of-financial-irregularities-6541384/
Dengue cases,Indian Express,Maharashtra: So far this year| fewer dengue cases in state| but peak season yet to start 5,While last year| 14|888 cases of dengue and 49 deaths were reported| this year| from January till July| only 1|499 cases of dengue and two deaths have been reported in Maharashtra,Updated: August 5| 2020 at 10:59 pm,https://indianexpress.com/article/india/state-govt-steps-up-dengue-surveillance-vector-control-measures-6541281/
Dengue cases,Indian Express,How mosquitoes stopped mosquitoes from spreading dengue in a city,Scientists infected female mosquitoes with bacteria and released them; two years later| dengue incidence reduced by 77%. How did this strategy work? Can it help fight mosquito-borne diseases on a larger scale?,Updated: August 28| 2020 at 4:00 am,https://indianexpress.com/article/explained/mosquitoes-dengue-indonesia-experiment-6572699/
Dengue cases,Indian Express,Pune: Seven-year-old boy survives life-threatening post-Covid complication,A seven-year old boy| who was diagnosed with the hyperinflammatory syndrome| was admitted to the paediatric intensive care unit with complaints of fever| pain in abdomen and vomiting.,Updated: August 27| 2020 at 7:49 pm,https://indianexpress.com/article/cities/pune/seven-year-old-boy-survives-life-threatening-post-covid-complication-6572482/
Dengue cases,Indian Express,Unlock Diary: Seven-year-old boy survives life-threatening post-Covid complication in Pune,Here are some interesting stories from across the country.,Updated: August 24| 2020 at 10:36 pm,https://indianexpress.com/article/india/unlock-diary-coronavirus-india-update-6568201/
Dengue cases,Indian Express,UP: Govt says decline in communicable diseases this season,Additional Chief Secretary (Medical & Health) Amit Mohan Prasad in a statement said that in the current year| only 4|687 cases of malaria were reported till August 20 as against 15|101 in the same period in 2019.,Updated: August 24| 2020 at 4:13 am,https://indianexpress.com/article/cities/lucknow/up-govt-says-decline-in-communicable-diseases-this-season-6567231/
Dengue cases,Indian Express,Mumbai: To tackle monsoon diseases| 72 hospitals| nursing homes reverted to non-Covid facility,BMC health officials said they expect leptospirosis cases to surge this month and dengue cases by September. The number of malaria cases this year are double of what Mumbai recorded until 2019.,Updated: August 22| 2020 at 3:57 am,https://indianexpress.com/article/cities/mumbai/to-tackle-monsoon-diseases-72-hospitals-nursing-homes-reverted-to-non-covid-facility-6564928/
Dengue cases,Indian Express,Mumbai: Spike in malaria cases in August| two with Covid-19 infection die,“We are testing all patients admitted for malaria| dengue or any monsoon-related ailment for Covid-19 to ensure they can be isolated in time|” Dr Hemant Deshmukh| dean of KEM hospital| said.,Updated: August 19| 2020 at 1:52 am,https://indianexpress.com/article/cities/mumbai/mumbai-spike-in-malaria-cases-in-august-two-with-covid-19-infection-die/
Dengue cases,Indian Express,Water-borne diseases on the rise: Here’s what to do,Sometimes bacteria like E. coli| salmonella enter the body through contaminated food and water and cause fever| swelling in the intestines leading to blood and mucus in stool; many of such cases require hospitalisation,Updated: August 18| 2020 at 8:00 pm,https://indianexpress.com/article/lifestyle/health/water-borne-diseases-monsoon-precautions-6533023/
Dengue cases,Indian Express,Russia’s new Sputnik launch raises risks in dash for Covid shots,The country’s plan to start mass inoculations as soon as October could put pressure on other governments to rush ahead of regulators and skip key steps| putting people who get the jabs at risk.,Updated: August 16| 2020 at 11:22 am,https://indianexpress.com/article/coronavirus/coronavirus-vaccine-russia-latest-updates-6556862/
Dengue cases,Indian Express,Haryana: Self-medication| ignoring symptoms behind most Covid deaths,While in some cases patients changed multiple hospitals during treatment | in others they were sent home after prescribing medicines only to return with worsened symptoms after which they couldn’t survive for more than 24 hours.,Updated: August 12| 2020 at 6:30 am,https://indianexpress.com/article/cities/haryana-self-medication-ignoring-symptoms-behind-most-covid-deaths-6551076/
Dengue cases,Indian Express,Sushant Singh Rajput death: Rhea Chakraborty appears before ED over allegations of financial irregularities,Rhea had requested the agency to postpone recording of her statement till the Supreme Court passes its order on her plea seeking transfer of the case lodged by the Bihar police to Mumbai. However| the agency rejected her request.,Updated: August 7| 2020 at 2:41 pm,https://indianexpress.com/article/india/sushant-singh-rajput-death-rhea-chakraborty-appears-before-ed-over-allegations-of-financial-irregularities-6544015/
Dengue cases,Indian Express,Mumbai floods: Leptospirosis| dengue cases likely to rise,“Dengue| leptospirosis| H1N1| hepatitis and gastroenteritis are under control except malaria|” a BMC official said. Apart from testing patients with fever for Covid-19| the civic body has asked all hospitals and dispensaries to conduct rapid antigen test for malaria.,Updated: August 7| 2020 at 2:03 am,https://indianexpress.com/article/cities/mumbai/mumbai-leptospirosis-dengue-cases-likely-to-rise-6543282/
Dengue cases,Indian Express,Taking over Patna police probe| CBI files case on Sushant Singh Rajput death,The Centre had on Wednesday issued orders for the CBI to take over Bihar Police’s FIR in the case after the state government recommended transfer of the probe to the central agency.,Updated: August 7| 2020 at 1:30 am,https://indianexpress.com/article/india/taking-over-patna-police-probe-cbi-files-case-on-sushant-singh-rajput-death-6543229/
Dengue cases,Indian Express,Sushant Singh Rajput death probe: CBI registers case against Rhea Chakraborty| others on Bihar govt’s request,The 34-year-old actor was found dead inside his Bandra residence on June 14 last and an FIR was lodged by his father K K Singh| who resides in Patna| at a local police station on July 25.,Updated: August 6| 2020 at 4:43 pm,https://indianexpress.com/article/india/sushant-singh-death-probe-bihar-dgp-warns-of-legal-action-if-ips-officer-not-allowed-to-leave-mumbai-today-6542356/
Dengue cases,Indian Express,ED summons Rhea Chakraborty over allegations of financial irregularities,The ED on July 31 had registered a money laundering case against Chakraborty and a few of her relatives based on a July 25 FIR filed in Patna by Rajput’s father K K Singh.,Updated: August 6| 2020 at 12:51 am,https://indianexpress.com/article/india/sushant-singh-rajput-death-ed-summons-rhea-chakraborty-over-allegations-of-financial-irregularities-6541384/
Dengue cases,Indian Express,Maharashtra: So far this year| fewer dengue cases in state| but peak season yet to start 5,While last year| 14|888 cases of dengue and 49 deaths were reported| this year| from January till July| only 1|499 cases of dengue and two deaths have been reported in Maharashtra,Updated: August 5| 2020 at 10:59 pm,https://indianexpress.com/article/india/state-govt-steps-up-dengue-surveillance-vector-control-measures-6541281/
Dengue cases,The Hindu,Sushant Singh Rajput death case | CBI questions Rhea Chakraborty| others,She is an accused in actor Sushant Singh Rajput’s death case.,August 28| 2020,https://www.thehindu.com/news/national/sushant-singh-rajput-death-case-rhea-chakraborty-appears-before-cbi/article32463353.ece
Dengue cases,The Hindu,Malaria outbreak comes as a double whammy for tribals,Over 1|000 cases reported this year in Agency areas,August 26| 2020,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/malaria-outbreak-comes-as-a-double-whammy-for-tribals/article32442402.ece
Dengue cases,The Hindu,Malaria outbreak comes as double whammy for tribals,Over 1|000 cases reported this year in Agency areas,August 25| 2020,https://www.thehindu.com/news/national/andhra-pradesh/malaria-outbreak-comes-as-double-whammy-for-tribals/article32441064.ece
Dengue cases,The Hindu,Five months on| Tablighi Jamaat cases become diplomatic headache for government,Several countries have expressed concern over the continued custody of their nationals| say diplomat...,August 23| 2020,https://www.thehindu.com/news/national/five-months-on-tablighi-jamaat-cases-become-diplomatic-headache-for-government/article32421857.ece
Dengue cases,The Hindu,Coronavirus India lockdown Day 151 updates | August 22| 2020,Close to ten thousand new infections and about hundred deaths were recorded in Andhra Pradesh on Fri...,August 22| 2020,https://www.thehindu.com/news/national/coronavirus-india-lockdown-august-22-2020-live-updates/article32419252.ece
Dengue cases,The Hindu,Dengue virus tests may sometimes return ‘positive’ for coronavirus| says study,Deeper investigation may be required into finding out if there are crucial similarities in the struc...,August 21| 2020,https://www.thehindu.com/sci-tech/health/dengue-virus-tests-may-sometimes-return-positive-for-coronavirus-study/article32416613.ece
Dengue cases,The Hindu,Basti dawakhanas to resume services,OP timings in PHCs to increase,August 21| 2020,https://www.thehindu.com/todays-paper/tp-national/tp-telangana/basti-dawakhanas-to-resume-services/article32408570.ece
Dengue cases,The Hindu,Evening clinics to resume at basti dawakhanas,OP timings in PHCs to increase,August 20| 2020,https://www.thehindu.com/news/national/telangana/evening-clinics-to-resume-at-basti-dawakhanas/article32406893.ece
