Disease,Source,Statement,Content, Date, Link
Dengue cases,Times of India,Kerala: Fever cases reduce by half during lockdown in Ernakulam,During the lockdown period (April and May)| the number of fever cases in Ernakulam reduced by more than half. Ditto with malaria and chicken pox cases| even as dengue cases increased. There was even a leptospirosis death.,06 Jun 2020,https://timesofindia.indiatimes.com/city/kochi/fever-cases-reduce-by-half-during-lockdown-in-district/articleshow/76224326.cms
Dengue cases,Times of India,Class IX Shyambazar girl dies of dengue,A 15-year-old girl from Shyambazar died of dengue at the RG Kar Medical College and Hospital on Monday night. Debanshy Mandal| the victim| had been admitted to the hospital earlier in the day and even received a transfusion hours before she passed away at 11.30pm. A homemaker from New Town also succumbed to dengue at Apollo hospital on Monday.,27 Nov 2019,https://timesofindia.indiatimes.com/city/kolkata/class-ix-shyambazar-girl-dies-of-dengue/articleshow/72248199.cms
Dengue cases,Times of India,Incomplete high-rises blamed for New Town dengue spurt,Vacant and under-construction buildings at New Town could be responsible for the spread of dengue across the township| believe residents. Water has been accumulating at these sites that are seldom cleaned in the absence regular civic vigil| leading to a spurt in the mosquito-borne virus. A 29-year-old homemaker succumbed to dengue at New Town on Monday.,27 Nov 2019,https://timesofindia.indiatimes.com/city/kolkata/incomplete-high-rises-blamed-for-new-town-dengue-spurt/articleshow/72248184.cms
Dengue cases,Times of India,Pune: Six wards register 81% of confirmed dengue cases,All that water collected in places during the monsoon and the flash floods in the city has sent dengue cases soaring in some parts.,07 Dec 2019,https://timesofindia.indiatimes.com/city/pune/six-wards-register-81-of-confirmed-dengue-cases/articleshow/72407599.cms
Dengue cases,Times of India,Dengue cases rise to 182 in Meerut| doctors say last phase of disease,The number of dengue cases in Meerut touched 182 on Sunday – with 30 new cases being detected in a week’s time. Despite temperatures beginning to drop with winter season approaching| there seems to be no respite from the vector-borne disease in Meerut. But doctors say that the disease is on its last legs because the Aedes Aegypti mosquito whose bite causes dengue is unable to survive in extreme weather conditions.,18 Nov 2019,https://timesofindia.indiatimes.com/city/meerut/dengue-cases-rise-to-182-in-meerut-doctors-say-last-phase-of-disease/articleshow/72099405.cms
Dengue cases,Times of India,Gujarat: 49 cases of malaria| 36 of dengue daily,Data on the vector-borne diseases and swine flu were tabled in the assembly on Thursday. The data mentioned that on average 49 cases of malaria| 36 of dengue and 10 of swine flu were recorded in Gujarat between January 1| 2018 and December 31| 2019.,28 Feb 2020,https://timesofindia.indiatimes.com/city/ahmedabad/49-cases-of-malaria-36-of-dengue-daily/articleshow/74347777.cms
Dengue cases,Times of India,Ahmedabad witnessed 45 per cent spike in dengue cases in 2019,The year 2019 was deadly when it came to the bite of the Aedes Ageypti mosquito. The city registered 45% dengue cases in 2019| compared to 2018.,07 Jan 2020,https://timesofindia.indiatimes.com/city/ahmedabad/city-witnessed-45-spike-in-dengue-cases-in-2019/articleshow/73129963.cms
Dengue cases,Times of India,Ahmedabad: In 16 days| dengue cases hit 156% of last November total,In a little over a fortnight this November| the number of dengue cases in the city has hit 156% of the number of cases recorded for the whole month of November last year.,19 Nov 2019,https://timesofindia.indiatimes.com/city/ahmedabad/in-16-days-dengue-cases-hit-156-of-last-nov-total/articleshow/72116910.cms
Dengue cases,Times of India,Dengue cases have dropped markedly| say health officials,Except for sporadic cases| the number of dengue cases in Madurai has come down drastically in January compared to December| health officials have said. ​,31 Jan 2020,https://timesofindia.indiatimes.com/city/madurai/dengue-cases-have-dropped-markedly-say-health-officials/articleshow/73781896.cms
Dengue cases,Times of India,Dengue death toll in Rajasthan rises to 12| 3|860 test positive in 12 days,Four people have died and a whopping 3|860 people have tested positive to dengue across the state in the last 12 days. With this| the total number of people who have lost their lives to the disease has touched 12 this year.,18 Nov 2019,https://timesofindia.indiatimes.com/city/jaipur/dengue-death-toll-rises-to-12-3860-test-positive-in-12-days/articleshow/72100722.cms
Dengue cases,Times of India,Singapore reports 327 new Covid-19 cases,Out of the nine community cases| six are Singaporeans (citizens) or Permanent Residents (foreigners) and three are foreigners holding work passes but staying outside the dorm| the ministry said. In addition| there are three imported cases who have been placed on Stay-Home Notice upon arrival in Singapore.,17 Jul 2020,https://timesofindia.indiatimes.com/world/rest-of-world/singapore-reports-327-new-covid-19-cases/articleshow/77016944.cms
Dengue cases,Hindustan Times,Punjab’s dengue cases up 70% over past month,There are now 119 dengue patients in the state| against 70 on July 10. Most dengue cases are being reported from Ferozepur| Bathinda and Hoshiarpur districts read more,Aug 12| 2020 21:42,https://www.hindustantimes.com/cities/punjab-s-dengue-cases-up-70-over-past-month/story-Ce2txnK3kNeNZ2risvssNO.html
Dengue cases,Hindustan Times,Dengue can cause long-term damage! Here are 4 side effects you need to know about,Dengue is not like any other fever which comes| stays| and recovers but unfortunately it leaves traces that will haunt you for long. read more,Aug 12| 2020 10:37,https://www.healthshots.com/preventive-care/self-care/4-long-term-side-effects-of-dengue-fever/
Dengue cases,Hindustan Times,Covid pandemic in Ludhiana: Spike of 1|000 cases in 17 days reinforces need for masks| social distancing,From 1|000 cases in a month (between June 1 and July 5)| the cases doubled to 2|000 in just 17 days on July 22. read more,Jul 26| 2020 00:04,https://www.hindustantimes.com/cities/covid-pandemic-in-ludhiana-spike-of-1-000-cases-in-17-days-reinforces-need-for-masks-social-distancing/story-bdoJCeVBZB6zWWfJKgKv0L.html
Dengue cases,Hindustan Times,Stomach flu cases in June lowest since 2012: BMC,read more,Jul 23| 2020 00:31,https://www.hindustantimes.com/mumbai-news/stomach-flu-cases-in-june-lowest-since-2012-bmc/story-GY9oCAbfbVpMc8U4ZzuoVK.html
Dengue cases,Hindustan Times,How to deal with dengue during Covid-19? States come up with new protocols,According to World Health Organisation| 2019 was the worst year on record for dengue cases| with every region affected. read more,Jul 19| 2020 12:15,https://www.hindustantimes.com/india-news/how-to-deal-with-dengue-during-covid-19-states-come-up-with-new-protocols/story-oUJWEVtK6QBEbRNdw1T6OK.html
Dengue cases,Hindustan Times,Season of two viruses? Scientists worried that dengue outbreak may aggravate Covid-19 crisis,As dengue season sets in across large parts of India with the onset of the monsoon| scientists warn that COVID-19 and the mosquito-borne disease have overlapping symptoms and worry the country’s healthcare infrastructure won’t be able to cope with this double whammy. read more,Jul 11| 2020 16:14,https://www.hindustantimes.com/health/season-of-two-viruses-scientists-worried-that-dengue-outbreak-may-aggravate-covid-19-crisis/story-0UvCHk5I659OnhICTDRBtL.html
Dengue cases,Hindustan Times,As Punjab records 70 dengue cases in 30 days| state may not be prepared for another outbreak,Due to all focus on combating Covid-19| special wards for vector-borne disease patients yet to be set up. read more,Jul 10| 2020 22:27,https://www.hindustantimes.com/cities/as-punjab-records-70-dengue-cases-in-30-days-state-may-not-be-prepared-for-another-outbreak/story-WkH6Qs9zbsBFje6sRQfluK.html
Dengue cases,Hindustan Times,PMC claims ‘no’ dengue cases reported in last four months; activists say due to Covid-19 infection fear people are not reporting symptoms,As per the PMC data which is updated till May 23| in January this year| 98 suspected dengue cases were recorded and three were confirmed positive| while in February 25 suspected cases and four confirmed positive. However| from March till May 23| ‘ zero’ cases were reported read more,Jul 09| 2020 20:58,https://www.hindustantimes.com/cities/pmc-claims-no-dengue-cases-reported-in-last-four-months-activists-say-due-to-covid-19-infection-fear-people-are-not-reporting-symptoms/story-g116qCinGUF9xOH66qBagJ.html
Dengue cases,Hindustan Times,Why did Mumbai’s Covid-19 death toll jump?,On Tuesday| the Maharashtra government added 1|328 Covid-19 related missing deaths in the state| including 862 in Mumbai alone| on Tuesday| as a result of the reconciliation of fatalities that occurred over the past week. read more,Jun 17| 2020 13:13,https://www.hindustantimes.com/india-news/why-did-mumbai-s-covid-19-death-toll-jump/story-rYDhcit0YU2JJemunRF1DJ.html
Dengue cases,Hindustan Times,Monsoon will bring a set of health challenges,While fighting Covid-19| don’t forget the malaria| dengue| leptospirosis challenge read more,Jun 14| 2020 18:45,https://www.hindustantimes.com/editorials/monsoon-will-bring-a-set-of-health-challenges/story-2BoRweDxWrEdmXpFeB1QML.html
Dengue cases,Hindustan Times,Dengue in the time of Covid: PMC| hospitals geared up to deal with dual health challenge,We have enough staff and also we have floated tenders to buy insecticide for fumigation to control the spread of dengue and malaria| says Dr Sanjeev Wavare| the civic insecticide department chief read more,Jun 10| 2020 21:31,https://www.hindustantimes.com/cities/dengue-in-the-time-of-covid-pmc-hospitals-geared-up-to-deal-with-dual-health-challenge/story-tikAsOIiScqvRb04aSiD3L.html
Dengue cases,Hindustan Times,Cases of vector-borne diseases from Jan to May lowest in five years: Data,Data revealed that between January and May of 2016| 1|762 water and mosquito-borne disease cases were reported but this year till May| the number fell to 809| a drop of 54%. read more,Jun 07| 2020 23:52,https://www.hindustantimes.com/mumbai-news/cases-of-vector-borne-diseases-from-jan-to-may-lowest-in-five-years-data/story-x8u2BMueoRewoojGGtKdlI.html
Dengue cases,Hindustan Times,Mosquito-borne diseases  in Capital on the rise,Malaria cases in Delhi have more than quadrupled from four cases| reported between January 1| 2019 and May 9| 2019| to 18 cases reported between the same period this year. read more,May 11| 2020 23:13,https://www.hindustantimes.com/delhi-news/mosquito-borne-diseases-in-capital-on-the-rise/story-dOJwY4WHj2DJBdC26ddYDN.html
Dengue cases,Hindustan Times,Amid Covid-19 outbreak| Chandigarh authorities warn residents of impending dengue season,Chandigarh adviser Manoj Parida took to Twitter and urged residents to take preventive measures read more,Apr 22| 2020 23:18,https://www.hindustantimes.com/chandigarh/amid-covid-19-outbreak-chandigarh-authorities-warn-residents-of-impending-dengue-season/story-TS35hjjgwIRwI6zWQkS1IK.html
Dengue cases,Hindustan Times,Yourspace: More insects than residents| thank you hyacinth,What is the long-term answer to this perennial problem? Are the civic authorities doing enough? Or anything at all? Can residents do anything to improve the situation? read more,Mar 07| 2020 23:45,https://www.hindustantimes.com/cities/yourspace-more-insects-than-residents-thank-you-hyacinth/story-03qppifWmF5fdgP86NH1IN.html
Dengue cases,AAJ TAK HINDI,दिल्ली-यूपी में खून चूस रहा डेंगू जानें क्या है इससे बचने के सही तरीके,दिल्ली में अब तक डेंगू के 350 से ज्यादा मामले सामने आ चुके हैं जबकि पिछले साल राजधानी में 650 मामले दर्ज हुए थे.,aajtak | 13 अक्टूबर 2019  अपडेटेड 12:18 IST ,http://aajtak.intoday.in/story/dengue-cases-rise-in-delhi-and-up-know-the-best-prevention-tips-tlif-1-1128233.html
Dengue cases,AAJ TAK HINDI,यूपी में डेंगू ने पसारे पांव चपेट में आए प्रमुख सचिव नवनीत सहगल,प्रमुख सचिव को डेंगू की शिकायत से प्रशासन की नींद उड़ गई है. केजीएमयू के सीएमएस डॉक्टर एसएन शंखवार ने बताया कि गुरुवार की,aajtak | 12 अक्टूबर 2019  अपडेटेड 20:02 IST ,http://aajtak.intoday.in/story/dengue-cases-rise-in-up-principal-secretary-among-infected-1-1128120.html
Dengue cases,AAJ TAK HINDI,केजरीवाल का दावा- अभियान सफल पिछले साल के मुकाबले घटे डेंगू के मामले,सीएम केजरीवाल ने डेंगू और चिकनगुनिया के खिलाफ शुरू किए गए '10 हफ्ते 10 बजे 10 मिनट' के तहत बेहतर परिणाम आने का दावा किया है.,aajtak | 07 अक्टूबर 2019  अपडेटेड 23:41 IST ,http://aajtak.intoday.in/story/cm-kejriwal-claims-dengue-decreased-compared-to-last-year-atrc-1-1126746.html
Dengue cases,AAJ TAK HINDI,बाढ़ के बाद पटना में डेंगू का कहर 640 मामले सामने आए,पटना में मच्छरों को मारने के लिए 24 टीमें बनाई गई हैं जिसके कर्मचारी टेमफॉस दवा का छिड़काव कर रहे हैं. पूरे प्रदेश में 900,aajtak | 06 अक्टूबर 2019  अपडेटेड 17:33 IST ,http://aajtak.intoday.in/story/dengue-cases-in-patna-after-flood-water-receding-temefos-spray-to-kill-mosquitoes-1-1126364.html
Dengue cases,AAJ TAK HINDI,दिल्ली: इस साल डेंगू के 282 मामले मलेरिया और चिकनगुनिया ने भी तोड़ा रिकॉर्ड,दिल्ली नगर निगम द्वारा जारी की गई ताजा रिपोर्ट बताती है कि महज एक हफ्ते में डेंगू के 65 नए मामले सामने आ चुके हैं और इस वर्ष,aajtak | 30 सितंबर 2019  अपडेटेड 15:05 IST ,http://aajtak.intoday.in/story/delhi-dengue-malaria-chikungunya-cases-increase-kejriwal-govt-campaign-10-hafte-10-baje-10-minute-campaign-1-1124517.html
Dengue cases,AAJ TAK HINDI,उत्तराखंड में डेंगू का कहर अब तक 3846 मामले आए सामने 12 की मौत,उत्तराखंड में तेजी से डेंगू पांव पसार रहा है. प्रदेश में शुक्रवार को डेंगू के 237 मरीज इलाज कराने के लिए आए. सबसे अधिक 165,aajtak | 21 सितंबर 2019  अपडेटेड 12:15 IST ,http://aajtak.intoday.in/story/uttarakhand-dengue-cases-increase-death-toll-1-1121754.html
Dengue cases,AAJ TAK HINDI,दिल्ली: मलेरिया डेंगू और चिकनगुनिया के मामलों में तेजी से बढ़ोतरी,दिल्ली में मलेरिया डेंगू और चिकनगुनिया के मामलों में बढ़ोतरी हुई है. इस हफ्ते मलेरिया के 48 डेंगू के 30 और चिकनगुनिया के 18,aajtak | 09 सितंबर 2019  अपडेटेड 14:26 IST ,http://aajtak.intoday.in/story/delhi-malaria-dengue-chikungunya-cases-increase-1-1117950.html
Dengue cases,AAJ TAK HINDI,भीषण गर्मी में बढ़ रहे डेंगू के मामले अब तक 15 मरीज आए सामने,एमसीडी के मुताबिक इस साल 1 जनवरी से लेकर 26 मई तक दिल्ली में कुल 19 हजार 205 घरों में मच्छरों का लार्वा मिला है. इसके अलावा,aajtak | 29 मई 2018  अपडेटेड 14:29 IST ,http://aajtak.intoday.in/story/new-cases-of-dengue-reported-in-delhi-1-1006079.html
Dengue cases,AAJ TAK HINDI,दिल्ली में इस साल डेंगू से 9 की मौत कुल 9 हजार से ज्यादा केस,एमसीडी ने 5 लोगों की डेंगू से हुई मौत को भी अपनी रिपोर्ट में शामिल किया है जिसके बाद इस साल डेंगू से मरने वालों का आंकड़ा 9,aajtak | 27 दिसंबर 2017  अपडेटेड 03:23 IST ,http://aajtak.intoday.in/story/delhi-dengue-chikungunya-malaria-case-mcd-details-1-973706.html
Dengue cases,AAJ TAK HINDI,दिल्ली के लिए राहत की खबर कम हो रहे हैं डेंगू के मामले,एमसीडी की तमाम कोशिशों के बावजूद भी लोग अपने घरों में डेंगू की रोकथाम के लिए उपाय नहीं कर रहे हैं. निगम से मिली जानकारी के,aajtak | 27 नवंबर 2017  अपडेटेड 14:06 IST ,http://aajtak.intoday.in/story/good-news-for-delhi-dengue-figure-decreasing-1-967527.html
Dengue cases,AAJ TAK HINDI,ठण्ड की आहट के साथ डेंगू के नए मामलों में आई कमी,एमसीडी द्वारा जारी आंकड़ों के मुताबिक डेंगू के 486 नए मामले ही सामने आए हैं जबकि बीते एक महीने से हर हफ्ते डेंगू के 700 से,aajtak | 20 नवंबर 2017  अपडेटेड 20:09 IST ,http://aajtak.intoday.in/story/dengue-cases-decreases-as-winter-hits-delhi-1-966139.html
Dengue cases,AAJ TAK HINDI,दिल्ली में मलेरिया ने तोड़ा 4 साल का रिकॉर्ड डेंगू के 7 हजार से ज्यादा मामले दर्ज,डेंगू के बढ़ते मामलों के बीच चिंता की बात ये है कि मलेरिया ने दिल्ली में बीते 4 साल का रिकॉर्ड तोड़ दिया है. दिल्ली में अबतक,aajtak | 06 नवंबर 2017  अपडेटेड 23:34 IST ,http://aajtak.intoday.in/story/delhi-highest-malaria-cases-in-last-four-years-dengue-mcd-1-962982.html
Dengue cases,AAJ TAK HINDI,दिल्ली में जारी है डेंगू का कहर मरीजों की संख्या 6 हजार के करीब,इसके अलावा मलेरिया के भी 11 नए मरीज सामने आए हैं. मलेरिया के नए मरीज सामने आने के साथ ही इसके कुल मामलों की संख्या बढ़कर 1073,aajtak | 23 अक्टूबर 2017  अपडेटेड 19:46 IST ,http://aajtak.intoday.in/story/dengue-diwali-mosquito-breeding-chikungunya-weather-disease-1-959893.html
Dengue cases,AAJ TAK HINDI,दिल्ली में डेंगू से 2 की मौत मामले 5 हजार के पार,एमसीडी से मिली जानकारी के अनुसार डेंगू के मामले भी बढ़कर 5220 तक जा पहुंचे है. बीते हफ्ते डेंगू के 675 नए मामले सामने आए हैं.,aajtak | 17 अक्टूबर 2017  अपडेटेड 23:26 IST ,http://aajtak.intoday.in/story/delhi-dengu-2-death-cases-acceded-more-than-5-thousand-mcd-1-958982.html
Dengue cases,Indian Express,Haryana: Self-medication| ignoring symptoms behind most Covid deaths,While in some cases patients changed multiple hospitals during treatment | in others they were sent home after prescribing medicines only to return with worsened symptoms after which they couldn’t survive for more than 24 hours.,Updated: August 12| 2020 at 6:30 am,https://indianexpress.com/article/cities/haryana-self-medication-ignoring-symptoms-behind-most-covid-deaths-6551076/
Dengue cases,Indian Express,Sushant Singh Rajput death: Rhea Chakraborty appears before ED over allegations of financial irregularities,Rhea had requested the agency to postpone recording of her statement till the Supreme Court passes its order on her plea seeking transfer of the case lodged by the Bihar police to Mumbai. However| the agency rejected her request.,Updated: August 7| 2020 at 2:41 pm,https://indianexpress.com/article/india/sushant-singh-rajput-death-rhea-chakraborty-appears-before-ed-over-allegations-of-financial-irregularities-6544015/
Dengue cases,Indian Express,Mumbai floods: Leptospirosis| dengue cases likely to rise,“Dengue| leptospirosis| H1N1| hepatitis and gastroenteritis are under control except malaria|” a BMC official said. Apart from testing patients with fever for Covid-19| the civic body has asked all hospitals and dispensaries to conduct rapid antigen test for malaria.,Updated: August 7| 2020 at 2:03 am,https://indianexpress.com/article/cities/mumbai/mumbai-leptospirosis-dengue-cases-likely-to-rise-6543282/
Dengue cases,Indian Express,Taking over Patna police probe| CBI files case on Sushant Singh Rajput death,The Centre had on Wednesday issued orders for the CBI to take over Bihar Police’s FIR in the case after the state government recommended transfer of the probe to the central agency.,Updated: August 7| 2020 at 1:30 am,https://indianexpress.com/article/india/taking-over-patna-police-probe-cbi-files-case-on-sushant-singh-rajput-death-6543229/
Dengue cases,Indian Express,Sushant Singh Rajput death probe: CBI registers case against Rhea Chakraborty| others on Bihar govt’s request,The 34-year-old actor was found dead inside his Bandra residence on June 14 last and an FIR was lodged by his father K K Singh| who resides in Patna| at a local police station on July 25.,Updated: August 6| 2020 at 4:43 pm,https://indianexpress.com/article/india/sushant-singh-death-probe-bihar-dgp-warns-of-legal-action-if-ips-officer-not-allowed-to-leave-mumbai-today-6542356/
Dengue cases,Indian Express,ED summons Rhea Chakraborty over allegations of financial irregularities,The ED on July 31 had registered a money laundering case against Chakraborty and a few of her relatives based on a July 25 FIR filed in Patna by Rajput’s father K K Singh.,Updated: August 6| 2020 at 12:51 am,https://indianexpress.com/article/india/sushant-singh-rajput-death-ed-summons-rhea-chakraborty-over-allegations-of-financial-irregularities-6541384/
Dengue cases,Indian Express,Maharashtra: So far this year| fewer dengue cases in state| but peak season yet to start 5,While last year| 14|888 cases of dengue and 49 deaths were reported| this year| from January till July| only 1|499 cases of dengue and two deaths have been reported in Maharashtra,Updated: August 5| 2020 at 10:59 pm,https://indianexpress.com/article/india/state-govt-steps-up-dengue-surveillance-vector-control-measures-6541281/
Dengue cases,Indian Express,In Gurgaon| prep lags for dengue| malaria,A Civil Hospital senior official said anonymously that the health department had on Tuesday afternoon zeroed in on the hospital’s basement to set up the ward.,Updated: August 5| 2020 at 2:28 am,https://indianexpress.com/article/cities/delhi/in-gurgaon-prep-lags-for-dengue-malaria-6539696/
Dengue cases,Indian Express,Sushant Singh Rajput case: ED books late actor’s friend Rhea Chakraborty| she says ‘truth shall prevail’,Rhea Chakraborty has found herself in a harsh spotlight after being named in an FIR lodged in Patna by late actor Sushant Singh Rajput’s father KK Singh in which he accused her of theft| cheating and abetment to suicide.,Updated: July 31| 2020 at 4:26 pm,https://indianexpress.com/article/india/sushant-singh-rajput-case-enforcement-directorate-books-rhea-chakraborty-6532733/
Dengue cases,Indian Express,ED seeks Sushant father’s FIR against Rhea Chakraborty to check possibility of PMLA case,The agency has written to Bihar Police to share its FIR in the matter. After studying it| the ED| it is learnt| will take a call on whether the case is fit for investigation under the Prevention of Money Laundering Act (PMLA).,Updated: July 31| 2020 at 5:31 am,https://indianexpress.com/article/india/ed-seeks-sushant-singh-rajputs-father-fir-against-rhea-chakraborty-to-check-possibility-of-pmla-case-6531710/
Dengue cases,Indian Express,Sushant Singh Rajput’s father files caveat in SC after Rhea Chakraborty seeks stay on Patna probe,The Supreme Court on Thursday dismissed a PIL seeking transfer of probe into Sushant’s death case from Mumbai police to the Central Bureau of Investigation (CBI).,Updated: July 30| 2020 at 3:22 pm,https://indianexpress.com/article/india/sushant-singh-rajputs-father-files-caveat-in-sc-seeks-hearing-before-any-order-on-rhea-chakrabortys-plea-6530829/
Dengue cases,Indian Express,Let’s not forget the epidemic during the pandemic,While we must grapple with Covid-19| the country cannot afford to lose focus on its targets to eliminate neglected tropical diseases.,Updated: July 28| 2020 at 8:37 pm,https://indianexpress.com/article/opinion/columns/coronavirus-covid-19-lets-not-forget-the-epidemic-during-the-pandemic/
Dengue cases,Indian Express,Torrential rains wreak destruction in Yemen| killing dozens,At a time when Yemen is already mired in escalated fighting| widespread hunger and a major coronavirus outbreak| the spate of torrential rains is exacerbating the world’s worst humanitarian disaster.,Updated: July 28| 2020 at 9:41 am,https://indianexpress.com/article/world/torrential-rains-wreak-destruction-in-yemen-killing-dozens-6526954/
Dengue cases,Indian Express,Singapore scientists develop coronavirus test technique that delivers results in 36 minutes,The test| which can be done with portable equipment| could also be deployed in the community as a screening tool.,Updated: July 27| 2020 at 1:25 pm,https://indianexpress.com/article/coronavirus/singapore-scientists-develop-coronavirus-test-technique-that-delivers-results-in-36-minutes-6525508/
Dengue cases,Indian Express,Coronavirus India Updates| 27 July: Covid-19 fatality rate progressively falling in India| says govt,Coronavirus (Covid-19) India Updates: Country’s caseload| which continues to remain the third worst in the world currently stands at 14|35|453.Over 9|17 lakh people have recovered after testing positive for the coronavirus while 4|85|114 are active cases.,Updated: July 27| 2020 at 12:28 pm,https://indianexpress.com/article/india/coronavirus-india-updates-27-july-6525285/
Dengue cases,Indian Express,Haryana: Self-medication| ignoring symptoms behind most Covid deaths,While in some cases patients changed multiple hospitals during treatment | in others they were sent home after prescribing medicines only to return with worsened symptoms after which they couldn’t survive for more than 24 hours.,Updated: August 12| 2020 at 6:30 am,https://indianexpress.com/article/cities/haryana-self-medication-ignoring-symptoms-behind-most-covid-deaths-6551076/
Dengue cases,Indian Express,Sushant Singh Rajput death: Rhea Chakraborty appears before ED over allegations of financial irregularities,Rhea had requested the agency to postpone recording of her statement till the Supreme Court passes its order on her plea seeking transfer of the case lodged by the Bihar police to Mumbai. However| the agency rejected her request.,Updated: August 7| 2020 at 2:41 pm,https://indianexpress.com/article/india/sushant-singh-rajput-death-rhea-chakraborty-appears-before-ed-over-allegations-of-financial-irregularities-6544015/
Dengue cases,Indian Express,Mumbai floods: Leptospirosis| dengue cases likely to rise,“Dengue| leptospirosis| H1N1| hepatitis and gastroenteritis are under control except malaria|” a BMC official said. Apart from testing patients with fever for Covid-19| the civic body has asked all hospitals and dispensaries to conduct rapid antigen test for malaria.,Updated: August 7| 2020 at 2:03 am,https://indianexpress.com/article/cities/mumbai/mumbai-leptospirosis-dengue-cases-likely-to-rise-6543282/
Dengue cases,Indian Express,Taking over Patna police probe| CBI files case on Sushant Singh Rajput death,The Centre had on Wednesday issued orders for the CBI to take over Bihar Police’s FIR in the case after the state government recommended transfer of the probe to the central agency.,Updated: August 7| 2020 at 1:30 am,https://indianexpress.com/article/india/taking-over-patna-police-probe-cbi-files-case-on-sushant-singh-rajput-death-6543229/
Dengue cases,Indian Express,Sushant Singh Rajput death probe: CBI registers case against Rhea Chakraborty| others on Bihar govt’s request,The 34-year-old actor was found dead inside his Bandra residence on June 14 last and an FIR was lodged by his father K K Singh| who resides in Patna| at a local police station on July 25.,Updated: August 6| 2020 at 4:43 pm,https://indianexpress.com/article/india/sushant-singh-death-probe-bihar-dgp-warns-of-legal-action-if-ips-officer-not-allowed-to-leave-mumbai-today-6542356/
Dengue cases,Indian Express,ED summons Rhea Chakraborty over allegations of financial irregularities,The ED on July 31 had registered a money laundering case against Chakraborty and a few of her relatives based on a July 25 FIR filed in Patna by Rajput’s father K K Singh.,Updated: August 6| 2020 at 12:51 am,https://indianexpress.com/article/india/sushant-singh-rajput-death-ed-summons-rhea-chakraborty-over-allegations-of-financial-irregularities-6541384/
Dengue cases,Indian Express,Maharashtra: So far this year| fewer dengue cases in state| but peak season yet to start 5,While last year| 14|888 cases of dengue and 49 deaths were reported| this year| from January till July| only 1|499 cases of dengue and two deaths have been reported in Maharashtra,Updated: August 5| 2020 at 10:59 pm,https://indianexpress.com/article/india/state-govt-steps-up-dengue-surveillance-vector-control-measures-6541281/
Dengue cases,Indian Express,In Gurgaon| prep lags for dengue| malaria,A Civil Hospital senior official said anonymously that the health department had on Tuesday afternoon zeroed in on the hospital’s basement to set up the ward.,Updated: August 5| 2020 at 2:28 am,https://indianexpress.com/article/cities/delhi/in-gurgaon-prep-lags-for-dengue-malaria-6539696/
Dengue cases,Indian Express,Sushant Singh Rajput case: ED books late actor’s friend Rhea Chakraborty| she says ‘truth shall prevail’,Rhea Chakraborty has found herself in a harsh spotlight after being named in an FIR lodged in Patna by late actor Sushant Singh Rajput’s father KK Singh in which he accused her of theft| cheating and abetment to suicide.,Updated: July 31| 2020 at 4:26 pm,https://indianexpress.com/article/india/sushant-singh-rajput-case-enforcement-directorate-books-rhea-chakraborty-6532733/
Dengue cases,Indian Express,ED seeks Sushant father’s FIR against Rhea Chakraborty to check possibility of PMLA case,The agency has written to Bihar Police to share its FIR in the matter. After studying it| the ED| it is learnt| will take a call on whether the case is fit for investigation under the Prevention of Money Laundering Act (PMLA).,Updated: July 31| 2020 at 5:31 am,https://indianexpress.com/article/india/ed-seeks-sushant-singh-rajputs-father-fir-against-rhea-chakraborty-to-check-possibility-of-pmla-case-6531710/
Dengue cases,Indian Express,Sushant Singh Rajput’s father files caveat in SC after Rhea Chakraborty seeks stay on Patna probe,The Supreme Court on Thursday dismissed a PIL seeking transfer of probe into Sushant’s death case from Mumbai police to the Central Bureau of Investigation (CBI).,Updated: July 30| 2020 at 3:22 pm,https://indianexpress.com/article/india/sushant-singh-rajputs-father-files-caveat-in-sc-seeks-hearing-before-any-order-on-rhea-chakrabortys-plea-6530829/
Dengue cases,Indian Express,Let’s not forget the epidemic during the pandemic,While we must grapple with Covid-19| the country cannot afford to lose focus on its targets to eliminate neglected tropical diseases.,Updated: July 28| 2020 at 8:37 pm,https://indianexpress.com/article/opinion/columns/coronavirus-covid-19-lets-not-forget-the-epidemic-during-the-pandemic/
Dengue cases,Indian Express,Torrential rains wreak destruction in Yemen| killing dozens,At a time when Yemen is already mired in escalated fighting| widespread hunger and a major coronavirus outbreak| the spate of torrential rains is exacerbating the world’s worst humanitarian disaster.,Updated: July 28| 2020 at 9:41 am,https://indianexpress.com/article/world/torrential-rains-wreak-destruction-in-yemen-killing-dozens-6526954/
Dengue cases,Indian Express,Singapore scientists develop coronavirus test technique that delivers results in 36 minutes,The test| which can be done with portable equipment| could also be deployed in the community as a screening tool.,Updated: July 27| 2020 at 1:25 pm,https://indianexpress.com/article/coronavirus/singapore-scientists-develop-coronavirus-test-technique-that-delivers-results-in-36-minutes-6525508/
Dengue cases,Indian Express,Coronavirus India Updates| 27 July: Covid-19 fatality rate progressively falling in India| says govt,Coronavirus (Covid-19) India Updates: Country’s caseload| which continues to remain the third worst in the world currently stands at 14|35|453.Over 9|17 lakh people have recovered after testing positive for the coronavirus while 4|85|114 are active cases.,Updated: July 27| 2020 at 12:28 pm,https://indianexpress.com/article/india/coronavirus-india-updates-27-july-6525285/
